start_station_id,start_station_name,start_lat,start_lng
3928.08,Eastern Pkwy & Washington Ave,40.67164930000001,-73.96311449999999
3931.09,Bay St & Court St,40.671408999999976,-74.001328
3934.06,Sterling Pl & Schenectady Ave,40.6716,-73.93378000000001
3934.07,Troy Ave & Park Pl,40.67251,-73.93642000000003
3940.04,Sigourney St & Columbia St,40.67267243410946,-74.0087952464819
3943.03,St Johns Pl & Kingston Ave,40.67113000000002,-73.94222000000002
3946.07,1 St & 6 Ave,40.67278399999998,-73.97982600000002
3950.03,Park Pl & Thomas S. Boyland St,40.67154000000001,-73.91432999999986
3952.07,Lincoln Pl & Nostrand Ave,40.67077000000001,-73.95070000000004
3955.05,4 Ave & 9 St,40.67051350000001,-73.98876585
3958.02,Sterling Pl & Ralph Ave,40.67094999999993,-73.92221999999995
3960.01,Lincoln Pl & Classon Ave,40.672168299999974,-73.96090000000005
3966.01,St Johns Pl & Utica Ave,40.6705,-73.93079999999999
3966.03,Park Pl & Utica Ave,40.672419999999995,-73.93094
3972.08,Henry St & Bay St,40.672505799999975,-74.00494695000003
3975.02,Albany Ave & Park Pl,40.67297,-73.93895999999985
3978.13,Garfield Pl & 8 Ave,40.67119780000001,-73.97484125999998
3981.1,Dwight St & Van Dyke St,40.673635513415036,-74.01195555925369
3981.10,Dwight St & Van Dyke St,40.673635513415014,-74.01195555925369
3982.01,Eastern Pkwy & St Marks Ave,40.673189999999984,-73.91083000000003
3984.02,Sterling Pl & New York Ave,40.67234000000004,-73.94763000000006
3987.06,5 Ave & 3 St,40.67281549999997,-73.98352355000003
3991.04,Prospect Pl & Howard Ave,40.672609999999956,-73.91976999999999
3993.03,Sterling Pl & Bedford Ave,40.67269499999998,-73.95413100000002
3996.01,7 St & 3 Ave,40.67260298150125,-73.98983001708984
3999.06,Park Pl & Buffalo Ave,40.67202000000005,-73.92539000000001
4001.09,St Johns Pl & Washington Ave,40.67372359999999,-73.96316110000001
4007.01,Schenectady Ave & Prospect Pl,40.67351000000001,-73.93362999999998
4010.01,Plaza St East & Flatbush Ave,40.67313400000002,-73.96910599999998
4010.13,Plaza St West & Flatbush Ave,40.67502070000001,-73.97111472999997
4010.15,Grand Army Plaza & Plaza St West,40.6729679,-73.97087983999998
4013.08,Columbia St & Lorraine St,40.67470550000001,-74.0075572
4014.01,Pacific St & Sackman St,40.67522,-73.90610000000001
4016.03,Kingston Ave & Park Pl,40.673079999999985,-73.94191
4019.06,Carroll St & 6 Ave,40.674088600000005,-73.97872819999998
