GEOID,tract_name,median_household_income,total_households,households_no_vehicle,poverty_rate,no_vehicle_share
1400000US36047061003,,51054,613,362,38.7,0.5905383360522023
1400000US36047061004,,40931,2919,1985,21.9,0.6800274066461117
1400000US36047061200,,141094,449,108,7.6,0.24053452115812918
1400000US36047061600,,183095,532,58,2.2,0.10902255639097744
1400000US36047062000,,111932,618,139,1.6,0.22491909385113268
1400000US36047062200,,68821,1083,412,26.5,0.3804247460757156
1400000US36047062600,,67218,1173,346,20.0,0.2949701619778346
1400000US36047062800,,110377,1825,247,5.8,0.13534246575342465
1400000US36047063200,,82941,696,239,6.7,0.34339080459770116
1400000US36047063600,,148056,348,43,3.9,0.1235632183908046
1400000US36047063800,,82188,664,159,6.6,0.2394578313253012
1400000US36047064000,,143214,406,32,6.7,0.07881773399014778
1400000US36047064200,,75735,864,327,26.4,0.3784722222222222
1400000US36047064400,,79259,774,279,24.5,0.36046511627906974
1400000US36047064600,,99067,731,86,9.3,0.11764705882352941
1400000US36047064800,,111406,605,116,7.3,0.19173553719008266
1400000US36047065000,,92673,567,204,10.7,0.35978835978835977
1400000US36047065200,,94000,506,88,1.9,0.17391304347826086
1400000US36047065400,,118000,468,36,2.3,0.07692307692307693
1400000US36047065600,,126607,610,92,4.3,0.15081967213114755
1400000US36047065800,,92014,611,102,16.4,0.16693944353518822
1400000US36047066000,,151719,648,94,7.6,0.14506172839506173
1400000US36047066200,,61083,499,122,15.6,0.24448897795591182
1400000US36047066600,,,0,0,,
1400000US36047067000,,91979,953,354,14.5,0.37145855194123817
1400000US36047067200,,84280,447,100,2.2,0.22371364653243847
1400000US36047067400,,126705,565,95,8.0,0.168141592920354
1400000US36047067600,,97750,478,111,7.5,0.23221757322175732
1400000US36047067800,,84612,875,278,19.1,0.3177142857142857
1400000US36047068000,,114904,561,164,5.7,0.29233511586452765
1400000US36047068200,,102000,870,195,4.3,0.22413793103448276
1400000US36047068600,,112646,695,224,4.3,0.32230215827338127
1400000US36047068800,,98750,630,146,3.0,0.23174603174603176
1400000US36047069000,,137650,539,171,12.1,0.3172541743970315
1400000US36047069200,,104712,809,226,5.7,0.27935723114956734
1400000US36047069601,,101760,1295,338,5.6,0.261003861003861
1400000US36047069602,,119451,1954,412,3.6,0.21084953940634596
1400000US36047069800,,128194,393,44,3.5,0.11195928753180662
1400000US36047070000,,95331,600,166,4.6,0.27666666666666667
1400000US36047070201,,130174,2151,130,4.0,0.06043700604370061
1400000US36047070202,,,9,0,0.0,0.0
1400000US36047070203,,,0,0,,
1400000US36047070601,,148214,880,34,0.3,0.038636363636363635
1400000US36047070602,,,0,0,,
1400000US36047072000,,76912,592,181,24.2,0.30574324324324326
1400000US36047072200,,,923,218,10.7,0.2361863488624052
1400000US36047072400,,69263,631,306,17.4,0.4849445324881141
1400000US36047072600,,97292,731,136,20.3,0.18604651162790697
1400000US36047072800,,62333,1410,562,10.5,0.39858156028368796
1400000US36047073000,,132227,741,210,2.8,0.2834008097165992
1400000US36047073200,,85846,683,119,14.5,0.17423133235724744
1400000US36047073400,,138750,439,109,6.2,0.24829157175398633
1400000US36047073600,,82358,1073,345,6.5,0.32152842497670087
1400000US36047073800,,73125,1296,482,4.8,0.37191358024691357
1400000US36047074000,,68125,1045,460,15.4,0.44019138755980863
1400000US36047074200,,80240,934,381,10.9,0.4079229122055675
1400000US36047074400,,140391,587,60,12.2,0.10221465076660988
1400000US36047074600,,113750,654,231,10.9,0.3532110091743119
1400000US36047074800,,82266,643,225,15.7,0.3499222395023328
1400000US36047075000,,103125,982,257,4.5,0.26171079429735233
1400000US36047075200,,141250,282,5,0.0,0.01773049645390071
1400000US36047075400,,115851,428,43,1.5,0.10046728971962617
1400000US36047075600,,77273,702,97,10.3,0.13817663817663817
1400000US36047075800,,69662,678,325,10.6,0.47935103244837757
1400000US36047076000,,75174,1182,650,8.5,0.5499153976311336
1400000US36047076200,,54725,1551,903,29.7,0.5822050290135397
1400000US36047076400,,81813,1617,1046,22.7,0.6468769325912183
1400000US36047076600,,95563,730,365,11.4,0.5
1400000US36047076800,,73125,1400,568,20.8,0.4057142857142857
1400000US36047077000,,76921,1091,517,13.3,0.4738771769019248
1400000US36047077200,,80855,1119,574,24.8,0.51295799821269
1400000US36047077400,,72488,1175,681,9.2,0.5795744680851064
1400000US36047077600,,71983,1662,925,7.7,0.5565583634175691
1400000US36047078000,,138611,602,138,2.3,0.2292358803986711
1400000US36047078200,,69558,1613,798,15.5,0.49473031618102914
1400000US36047078400,,99653,896,366,7.7,0.40848214285714285
1400000US36047078601,,87614,928,560,9.9,0.603448275862069
1400000US36047078602,,69615,844,497,20.3,0.5888625592417062
1400000US36047078801,,55984,693,438,20.9,0.6320346320346321
1400000US36047078802,,55179,601,387,22.9,0.6439267886855241
1400000US36047079001,,67857,444,266,16.5,0.5990990990990991
1400000US36047079002,,57672,1252,831,18.0,0.6637380191693291
1400000US36047079201,,88162,532,299,25.5,0.5620300751879699
1400000US36047079202,,85833,670,416,29.0,0.6208955223880597
1400000US36047079400,,128295,691,439,16.6,0.6353111432706223
1400000US36047079601,,81629,1581,1260,19.0,0.7969639468690702
1400000US36047079602,,77370,2034,1381,15.2,0.6789577187807276
1400000US36047079801,,94375,1523,976,5.4,0.6408404464871963
1400000US36047079802,,100438,2661,2127,12.2,0.7993235625704622
1400000US36047080000,,95769,1398,736,13.7,0.5264663805436338
1400000US36047080200,,98942,1907,1093,16.1,0.5731515469323545
1400000US36047080400,,58413,1390,950,18.7,0.6834532374100719
1400000US36047080600,,66632,1311,826,25.9,0.6300533943554538
1400000US36047080800,,13337,743,641,71.2,0.8627187079407806
1400000US36047081000,,88490,1027,532,22.7,0.5180136319376826
1400000US36047081400,,86705,925,494,16.5,0.534054054054054
1400000US36047081600,,92784,937,456,4.0,0.48665955176093917
1400000US36047081800,,76607,1894,1411,32.3,0.7449841605068638
1400000US36047082000,,56250,2302,1754,17.6,0.7619461337966985
1400000US36047082200,,85645,3158,2227,7.0,0.7051931602279924
1400000US36047082400,,57204,2067,1403,23.8,0.6787614900822448
1400000US36047082600,,72543,1806,1242,16.6,0.6877076411960132
1400000US36047082800,,61313,1414,883,12.1,0.6244695898161244
1400000US36047083000,,83690,2168,978,13.6,0.4511070110701107
1400000US36047083200,,100161,830,246,14.0,0.2963855421686747
1400000US36047083400,,121000,558,113,10.6,0.2025089605734767
1400000US36047083600,,96094,631,154,8.5,0.24405705229793978
1400000US36047083800,,62950,737,234,17.1,0.3175033921302578
1400000US36047084000,,81058,809,435,8.6,0.5377008652657602
1400000US36047084600,,78304,649,266,8.2,0.4098613251155624
1400000US36047084800,,86012,555,230,16.6,0.4144144144144144
1400000US36047085000,,124219,473,74,1.6,0.15644820295983086
1400000US36047085200,,,0,0,,
1400000US36047085400,,78828,792,336,14.7,0.42424242424242425
1400000US36047085600,,79107,1365,535,14.6,0.39194139194139194
1400000US36047085800,,83640,789,484,12.6,0.6134347275031685
1400000US36047086000,,77955,1048,663,11.3,0.6326335877862596
1400000US36047086200,,50438,1257,709,22.9,0.5640413683373111
1400000US36047086400,,71016,826,505,20.1,0.6113801452784504
1400000US36047086600,,79508,1249,588,15.6,0.4707766212970376
1400000US36047086800,,45764,1299,912,23.0,0.7020785219399538
1400000US36047087000,,61136,1046,562,22.3,0.5372848948374761
1400000US36047087200,,67650,1089,360,26.8,0.3305785123966942
1400000US36047087401,,37207,1542,1269,18.1,0.8229571984435797
1400000US36047087600,,48125,715,428,21.2,0.5986013986013986
1400000US36047087800,,56633,896,631,18.4,0.7042410714285714
1400000US36047088001,,42351,777,342,19.3,0.44015444015444016
1400000US36047088002,,73750,454,158,24.7,0.34801762114537443
1400000US36047088200,,50754,2548,2018,23.9,0.7919937205651492
1400000US36047088400,,38594,1874,1471,35.0,0.7849519743863393
1400000US36047088600,,57674,1868,892,11.9,0.47751605995717344
1400000US36047088800,,55053,1480,949,17.3,0.6412162162162162
1400000US36047089000,,72535,2331,1386,20.7,0.5945945945945946
1400000US36047089200,,,1455,1255,51.0,0.8625429553264605
1400000US36047089400,,63125,1163,705,28.8,0.6061908856405847
1400000US36047089600,,,1778,1208,38.3,0.6794150731158605
1400000US36047089800,,66976,743,502,25.2,0.6756393001345895
1400000US36047090000,,20500,1864,1214,53.0,0.6512875536480687
1400000US36047090200,,42612,975,637,42.0,0.6533333333333333
1400000US36047090600,,27908,1845,1669,47.6,0.9046070460704607
1400000US36047090800,,44875,1622,1291,49.8,0.7959309494451294
1400000US36047091000,,22321,2597,2337,49.5,0.8998844820947247
1400000US36047091200,,36899,2604,1921,37.2,0.7377112135176651
1400000US36047091600,,44825,1888,1416,30.1,0.75
1400000US36047091800,,45942,1105,704,26.6,0.63710407239819
1400000US36047092000,,44978,1345,904,15.7,0.6721189591078067
1400000US36047092200,,50994,1307,678,3.5,0.5187452180566182
1400000US36047092400,,37271,1061,796,38.8,0.7502356267672008
1400000US36047092800,,82250,1102,304,8.4,0.27586206896551724
1400000US36047093000,,105848,929,323,9.8,0.34768568353067814
1400000US36047093200,,,668,346,18.7,0.5179640718562875
1400000US36047093400,,73321,923,356,16.3,0.3856988082340195
1400000US36047093600,,79773,692,285,9.8,0.41184971098265893
1400000US36047093800,,61827,888,426,13.8,0.4797297297297297
1400000US36047094401,,82500,1080,419,12.8,0.38796296296296295
1400000US36047094402,,24676,1062,830,43.1,0.7815442561205274
1400000US36047094600,,93667,638,181,4.0,0.2836990595611285
1400000US36047095000,,90083,772,315,5.7,0.40803108808290156
1400000US36047095400,,108309,1485,554,5.5,0.37306397306397304
1400000US36047095600,,85603,1229,410,19.8,0.3336045565500407
1400000US36047095800,,66452,980,326,17.4,0.3326530612244898
1400000US36047096000,,,0,0,,
1400000US36047096200,,73750,356,77,11.0,0.21629213483146068
1400000US36047096400,,79934,659,244,10.6,0.37025796661608495
1400000US36047096600,,76174,628,173,16.6,0.2754777070063694
1400000US36047096800,,106250,348,88,12.8,0.25287356321839083
1400000US36047097000,,108864,732,173,4.8,0.23633879781420766
1400000US36047097400,,88688,616,199,25.2,0.32305194805194803
1400000US36047098200,,25125,1608,1321,38.5,0.8215174129353234
1400000US36047098400,,102200,548,122,9.6,0.22262773722627738
1400000US36047098600,,95508,975,336,8.6,0.3446153846153846
1400000US36047098800,,81985,914,243,5.6,0.2658643326039387
1400000US36047099000,,95326,454,148,12.0,0.32599118942731276
1400000US36047099200,,95597,663,90,17.1,0.13574660633484162
1400000US36047099400,,92738,534,77,12.7,0.1441947565543071
1400000US36047099600,,86426,1011,377,9.1,0.37289812067260136
1400000US36047099800,,98153,1347,546,7.6,0.4053452115812918
1400000US36047100400,,67063,821,293,11.7,0.3568818514007308
1400000US36047100600,,120518,885,312,9.3,0.3525423728813559
1400000US36047100800,,79250,676,279,7.6,0.41272189349112426
1400000US36047101000,,72115,804,374,9.5,0.4651741293532338
1400000US36047101200,,96726,783,198,3.2,0.25287356321839083
1400000US36047101400,,67961,799,281,12.4,0.35168961201501875
1400000US36047101600,,179803,527,18,1.3,0.03415559772296015
1400000US36047101800,,101996,709,120,3.7,0.1692524682651622
1400000US36047102000,,138672,597,60,0.9,0.10050251256281408
1400000US36047102200,,84063,708,247,6.2,0.3488700564971751
1400000US36047102400,,72955,568,135,18.2,0.23767605633802816
1400000US36047102600,,89055,888,267,12.3,0.30067567567567566
1400000US36047102801,,47063,495,127,16.8,0.25656565656565655
1400000US36047102802,,,0,0,,
1400000US36047103401,,17853,1641,1275,48.2,0.7769652650822669
1400000US36047103402,,,0,0,,
1400000US36047105801,,20988,3188,2276,33.3,0.7139272271016311
1400000US36047105804,,38380,2953,2197,27.9,0.7439891635624788
1400000US36047107001,,62028,2103,1147,12.2,0.5454113171659534
1400000US36047107002,,,0,0,,
1400000US36047107003,,,0,0,,
1400000US36047107800,,85947,1621,772,7.4,0.47624922887106724
1400000US36047109800,,71635,675,307,28.9,0.45481481481481484
1400000US36047110400,,72229,1692,912,24.4,0.5390070921985816
1400000US36047110600,,26536,1922,1363,39.0,0.7091571279916753
1400000US36047111000,,35174,1416,1246,35.3,0.8799435028248588
1400000US36047111600,,71021,1120,557,22.3,0.4973214285714286
1400000US36047111800,,66838,1231,976,17.7,0.7928513403736799
1400000US36047112000,,72167,1172,579,11.9,0.49402730375426623
1400000US36047112200,,44188,1520,871,23.4,0.5730263157894737
1400000US36047112400,,65472,1253,761,12.4,0.6073423782920989
1400000US36047112600,,52039,1709,1077,30.5,0.6301930953774136
1400000US36047112800,,50426,1540,943,28.5,0.6123376623376623
1400000US36047113000,,51938,1723,967,17.6,0.5612304120719674
1400000US36047113200,,46812,1058,717,21.4,0.6776937618147448
1400000US36047113400,,47994,1073,915,26.9,0.8527493010251631
1400000US36047114201,,39531,688,241,13.8,0.3502906976744186
1400000US36047114202,,57826,954,569,35.9,0.5964360587002097
1400000US36047114400,,82422,797,537,36.2,0.6737766624843162
1400000US36047114600,,82228,839,378,8.7,0.4505363528009535
1400000US36047115000,,71044,963,584,18.4,0.6064382139148494
1400000US36047115200,,58542,964,436,11.1,0.45228215767634855
1400000US36047115600,,,1788,1292,36.9,0.7225950782997763
1400000US36047115800,,80091,938,445,23.2,0.4744136460554371
1400000US36047116000,,63839,956,487,24.5,0.5094142259414226
1400000US36047116200,,72614,925,482,29.4,0.5210810810810811
1400000US36047116400,,76713,1271,680,6.4,0.5350118017309206
1400000US36047116600,,42158,1150,823,19.8,0.7156521739130435
1400000US36047116800,,86563,754,363,12.3,0.48143236074270557
1400000US36047117000,,27840,793,633,33.5,0.798234552332913
1400000US36047117201,,73214,718,344,27.3,0.479108635097493
1400000US36047117202,,78190,1470,1026,18.4,0.6979591836734694
1400000US36047117400,,46583,1309,734,14.1,0.5607333842627961
1400000US36047117601,,80882,918,494,3.7,0.5381263616557734
1400000US36047117602,,86848,1068,539,12.5,0.5046816479400749
1400000US36047117800,,59034,609,304,7.5,0.49917898193760263
1400000US36047118000,,,0,0,,
1400000US36047118201,,82976,984,540,20.3,0.5487804878048781
1400000US36047118202,,91802,1050,536,20.6,0.5104761904761905
1400000US36047118400,,68093,1621,805,17.3,0.49660703269586676
1400000US36047118600,,78971,816,343,12.4,0.42034313725490197
1400000US36047118800,,75394,1123,533,16.3,0.4746215494211932
1400000US36047119000,,39733,717,520,30.8,0.7252440725244073
1400000US36047119200,,89286,1166,532,11.6,0.4562607204116638
1400000US36047119400,,84332,1483,710,35.1,0.4787592717464599
1400000US36047119600,,56513,2068,1210,19.9,0.5851063829787234
1400000US36047119800,,60289,1048,599,35.8,0.5715648854961832
1400000US36047120000,,47031,1039,707,19.1,0.6804619826756496
1400000US36047120200,,100559,495,189,5.3,0.38181818181818183
1400000US36047120801,,109091,1474,800,13.2,0.5427408412483039
1400000US36047120802,,30853,1723,1046,40.0,0.6070806732443412
1400000US36047120803,,45125,561,441,28.0,0.786096256684492
1400000US36047121000,,23136,1625,1554,41.3,0.9563076923076923
1400000US36047121400,,38094,1574,1329,27.1,0.8443456162642948
1400000US36047122000,,83594,2540,1110,5.0,0.43700787401574803
1400000US36047123700,,55861,1546,899,40.0,0.5815006468305304
1400000US36047150200,,132727,1082,285,3.9,0.2634011090573013
1400000US36047152200,,215602,1417,348,3.7,0.2455892731122089
1400000US36047990100,,,0,0,,
1400000US36061000100,,,0,0,,
1400000US36061000201,,37353,852,779,51.4,0.9143192488262911
1400000US36061000202,,36688,3163,2641,28.7,0.8349668036674044
1400000US36061000500,,,0,0,,
1400000US36061000600,,36893,5393,4405,34.7,0.8167995549786761
1400000US36061000700,,190388,5224,4498,3.8,0.8610260336906586
1400000US36061000800,,31262,4355,3691,39.6,0.8475315729047073
1400000US36061000900,,250001,893,703,6.6,0.7872340425531915
1400000US36061001001,,140000,812,432,4.0,0.5320197044334976
1400000US36061001002,,23796,2510,2049,47.7,0.8163346613545817
1400000US36061001200,,114318,1934,1350,12.1,0.6980351602895554
1400000US36061001300,,171923,2780,2567,11.9,0.9233812949640288
1400000US36061001401,,103750,1799,1017,4.3,0.5653140633685381
1400000US36061001402,,90469,1751,1398,30.0,0.7984009137635637
1400000US36061001501,,125712,3259,2322,9.4,0.7124884934028843
1400000US36061001502,,204310,3952,3530,5.8,0.8932186234817814
1400000US36061001600,,35875,3499,2956,17.3,0.844812803658188
1400000US36061001800,,76726,3170,2888,20.8,0.9110410094637224
1400000US36061002000,,30792,1962,1792,35.5,0.9133537206931702
1400000US36061002100,,250001,3387,2463,0.9,0.7271922054915855
1400000US36061002201,,39961,3079,2334,29.1,0.7580383241312114
1400000US36061002202,,151711,1052,882,13.0,0.8384030418250951
1400000US36061002400,,21092,1797,1516,48.2,0.8436282693377852
1400000US36061002500,,20597,1786,1626,53.8,0.910414333706607
1400000US36061002601,,30350,1942,1702,32.9,0.8764160659114315
1400000US36061002602,,89970,1913,1494,16.1,0.7809722948248824
1400000US36061002700,,124063,620,459,9.0,0.7403225806451613
1400000US36061002800,,70691,3205,2519,19.5,0.7859594383775351
1400000US36061002901,,11094,69,57,65.9,0.8260869565217391
1400000US36061002902,,,1741,1519,33.0,0.8724870763928777
1400000US36061003001,,88889,2294,1957,18.6,0.8530950305143854
1400000US36061003002,,74691,1727,1490,22.0,0.8627678054429647
1400000US36061003100,,189250,823,722,14.1,0.8772782503037667
1400000US36061003200,,101294,4746,3687,14.4,0.7768647281921618
1400000US36061003300,,250001,2660,1592,3.5,0.5984962406015037
1400000US36061003400,,121413,3944,3056,17.2,0.7748478701825557
1400000US36061003601,,57000,1550,1273,19.9,0.8212903225806452
1400000US36061003602,,155000,1514,1289,24.1,0.8513870541611624
1400000US36061003700,,250001,1934,1551,4.4,0.8019648397104446
1400000US36061003800,,78220,4511,4094,17.7,0.9075592994901353
1400000US36061003900,,202542,2699,1355,18.6,0.5020377917747314
1400000US36061004001,,150661,1866,1706,10.8,0.9142550911039657
1400000US36061004002,,196833,1920,1836,18.7,0.95625
1400000US36061004100,,101893,3095,2351,13.4,0.7596122778675283
1400000US36061004200,,131083,1461,1213,16.5,0.8302532511978097
1400000US36061004300,,122730,2591,2311,17.3,0.8919336163643381
1400000US36061004400,,153280,8189,6086,9.4,0.743192086945903
1400000US36061004500,,170714,414,340,13.3,0.821256038647343
1400000US36061004700,,148750,1486,1235,6.3,0.8310901749663526
1400000US36061004800,,161973,3101,2369,9.8,0.7639471138342471
1400000US36061004900,,146967,2320,1634,7.6,0.7043103448275863
1400000US36061005000,,205250,2760,2285,8.2,0.8278985507246377
1400000US36061005200,,238750,1382,1106,5.8,0.8002894356005789
1400000US36061005400,,124732,2747,2049,8.8,0.7459046232253367
1400000US36061005501,,214306,2001,1315,11.8,0.6571714142928535
1400000US36061005502,,179844,1099,795,9.5,0.7233848953594176
1400000US36061005600,,183068,2363,2044,20.0,0.8650021159542954
1400000US36061005700,,201116,1355,824,8.3,0.6081180811808118
1400000US36061005800,,206827,2193,1911,13.6,0.8714090287277702
1400000US36061005900,,181375,2381,1593,6.2,0.6690466190676186
1400000US36061006000,,202600,2338,1547,4.8,0.6616766467065869
1400000US36061006100,,179167,2214,1408,6.9,0.6359530261969286
1400000US36061006200,,104255,1253,1076,19.1,0.8587390263367917
1400000US36061006300,,173995,3445,2744,10.6,0.7965166908563135
1400000US36061006400,,130385,4322,3391,18.5,0.7845904673762147
1400000US36061006500,,133781,3042,2806,5.8,0.9224194608809994
1400000US36061006600,,101990,6431,5444,16.1,0.846524646244752
1400000US36061006700,,131304,3118,2805,6.3,0.899615137908916
1400000US36061006800,,128919,3276,2713,10.9,0.8281440781440782
1400000US36061006900,,238563,1219,858,3.6,0.7038556193601313
1400000US36061007001,,163287,2140,1676,2.2,0.7831775700934579
1400000US36061007002,,154965,2055,1631,8.0,0.7936739659367397
1400000US36061007100,,150449,2510,2093,3.9,0.8338645418326693
1400000US36061007200,,136979,4078,3797,6.5,0.9310936733692987
1400000US36061007300,,175590,3552,2923,10.6,0.8229166666666666
1400000US36061007400,,215511,2825,2437,13.5,0.8626548672566372
1400000US36061007500,,187647,2294,1637,7.0,0.7136006974716652
1400000US36061007600,,193644,1441,1218,10.2,0.8452463566967384
1400000US36061007700,,230044,3274,2720,4.7,0.8307880268784361
1400000US36061007800,,134092,4885,4200,6.7,0.8597748208802457
1400000US36061007900,,200079,2437,1868,6.8,0.766516208453016
1400000US36061008000,,177105,2830,2431,6.6,0.8590106007067138
1400000US36061008100,,134538,3824,3067,7.2,0.8020397489539749
1400000US36061008200,,162143,2006,1814,5.8,0.9042871385842473
1400000US36061008300,,75000,2014,1714,22.6,0.8510427010923535
1400000US36061008400,,231546,1005,842,8.1,0.8378109452736319
1400000US36061008601,,145054,1817,1525,17.2,0.8392955421023666
1400000US36061008602,,,0,0,,
1400000US36061008603,,200735,2710,1549,4.0,0.5715867158671587
1400000US36061008700,,150384,3223,2598,10.7,0.806081290722929
1400000US36061008800,,112782,5152,4315,10.0,0.8375388198757764
1400000US36061008900,,102260,2991,2308,13.5,0.7716482781678369
1400000US36061009000,,156381,4272,3652,8.7,0.8548689138576779
1400000US36061009100,,160866,3801,3191,14.4,0.8395159168639832
1400000US36061009200,,166638,922,790,6.5,0.8568329718004338
1400000US36061009300,,122586,5508,4158,12.4,0.7549019607843137
1400000US36061009400,,81875,34,18,28.6,0.5294117647058824
1400000US36061009500,,222321,1499,1357,11.4,0.9052701801200801
1400000US36061009600,,,95,86,45.0,0.9052631578947369
1400000US36061009700,,71537,2631,2056,17.2,0.7814519194222729
1400000US36061009800,,171745,4705,4060,12.1,0.8629117959617428
1400000US36061009901,,250001,1034,773,2.3,0.7475822050290135
1400000US36061009902,,162845,2314,1888,9.2,0.8159031979256698
1400000US36061009903,,187596,891,709,8.3,0.7957351290684624
1400000US36061010000,,99875,1137,1004,7.5,0.8830255057167986
1400000US36061010100,,108304,1169,1079,18.8,0.9230111206159111
1400000US36061010200,,,157,119,4.1,0.7579617834394905
1400000US36061010300,,180200,1594,1483,3.7,0.9303638644918444
1400000US36061010400,,193026,596,460,2.5,0.7718120805369127
1400000US36061010601,,249091,4152,2649,3.5,0.6380057803468208
1400000US36061010602,,207717,2146,1437,8.9,0.6696178937558248
1400000US36061010801,,160719,1891,1668,6.8,0.8820729772607087
1400000US36061010802,,134004,2217,1704,9.3,0.7686062246278755
1400000US36061010803,,119178,1053,844,5.5,0.8015194681861348
1400000US36061010900,,163542,113,107,28.4,0.9469026548672567
1400000US36061011000,,150164,3675,2983,1.6,0.8117006802721088
1400000US36061011100,,104451,2704,2482,15.0,0.9178994082840237
1400000US36061011201,,163750,516,443,13.8,0.8585271317829457
1400000US36061011202,,211563,313,217,2.5,0.6932907348242812
1400000US36061011203,,167083,528,437,3.9,0.8276515151515151
1400000US36061011300,,93750,49,27,54.4,0.5510204081632653
1400000US36061011401,,155809,667,437,19.2,0.6551724137931034
1400000US36061011402,,206818,1164,875,3.3,0.7517182130584192
1400000US36061011500,,138750,1840,1447,20.0,0.7864130434782609
1400000US36061011600,,90212,1889,1607,12.1,0.8507146638433033
1400000US36061011700,,116048,3465,3245,9.0,0.9365079365079365
1400000US36061011800,,139332,5148,3353,7.3,0.6513209013209014
1400000US36061011900,,18050,1102,1067,45.8,0.9682395644283122
1400000US36061012000,,192644,1925,1234,8.0,0.6410389610389611
1400000US36061012101,,63690,1822,1773,29.5,0.9731064763995609
1400000US36061012102,,62727,3336,2645,10.8,0.7928657074340527
1400000US36061012200,,222909,1469,848,2.1,0.5772634445200817
1400000US36061012400,,120709,4870,3868,5.4,0.7942505133470226
1400000US36061012500,,171250,1452,1325,12.1,0.912534435261708
1400000US36061012601,,136781,3582,2901,4.4,0.8098827470686767
1400000US36061012602,,232600,2632,2066,2.4,0.7849544072948328
1400000US36061012700,,120214,4117,3914,11.2,0.9506922516395434
1400000US36061012800,,220256,2623,1474,3.1,0.5619519634006862
1400000US36061012901,,110917,4252,3635,7.8,0.8548918156161807
1400000US36061012902,,128625,1250,1052,18.9,0.8416
1400000US36061013000,,212414,1528,886,11.5,0.5798429319371727
1400000US36061013100,,136346,2250,2072,9.0,0.9208888888888889
1400000US36061013201,,162054,1243,1086,2.4,0.8736926790024135
1400000US36061013202,,101836,2173,1740,12.4,0.8007363092498849
1400000US36061013203,,122083,2410,1642,33.6,0.6813278008298755
1400000US36061013300,,156829,3787,3387,11.6,0.8943754951148667
1400000US36061013400,,122163,5643,4953,9.7,0.8777246145667198
1400000US36061013501,,99265,2622,2423,8.1,0.9241037376048817
1400000US36061013502,,95693,3655,2896,20.4,0.7923392612859097
1400000US36061013601,,250001,972,477,2.2,0.49074074074074076
1400000US36061013602,,188628,2695,1298,1.3,0.4816326530612245
1400000US36061013603,,171912,2688,2175,5.8,0.8091517857142857
1400000US36061013604,,168970,2435,1574,5.0,0.6464065708418891
1400000US36061013700,,167929,3696,2890,7.7,0.7819264069264069
1400000US36061013800,,141343,6641,5342,5.5,0.8043969281734679
1400000US36061013900,,108071,6055,5403,4.0,0.8923203963666392
1400000US36061014000,,220066,3967,2382,5.4,0.600453743382909
1400000US36061014200,,250001,1876,786,6.5,0.4189765458422175
1400000US36061014300,,,0,0,,
1400000US36061014401,,202966,2637,1911,5.3,0.7246871444823664
1400000US36061014402,,163086,3764,2722,7.8,0.7231668437832094
1400000US36061014500,,186389,3412,2690,6.1,0.7883939038686987
1400000US36061014601,,139000,2362,1868,12.9,0.7908552074513124
1400000US36061014602,,132457,4997,4195,6.7,0.8395037022213327
1400000US36061014700,,202250,1372,1024,6.8,0.7463556851311953
1400000US36061014801,,202670,1350,847,2.8,0.6274074074074074
1400000US36061014802,,179304,3428,2483,3.8,0.7243290548424738
1400000US36061014900,,184896,3003,1870,9.1,0.6227106227106227
1400000US36061015001,,194659,1049,650,3.5,0.6196377502383222
1400000US36061015002,,243480,2260,1170,3.0,0.5176991150442478
1400000US36061015101,,44107,1554,1506,47.8,0.9691119691119691
1400000US36061015102,,163274,4895,3441,19.2,0.7029622063329929
1400000US36061015200,,114940,3559,2603,20.9,0.7313852205675752
1400000US36061015301,,186949,2464,1910,3.9,0.7751623376623377
1400000US36061015302,,189453,3079,2432,6.1,0.7898668398830789
1400000US36061015401,,122860,3290,2802,3.4,0.8516717325227964
1400000US36061015402,,147589,1676,1112,7.4,0.6634844868735084
1400000US36061015403,,129848,2503,1799,11.0,0.7187375149820215
1400000US36061015501,,186563,2956,1573,9.8,0.5321380243572396
1400000US36061015502,,177841,2796,1849,12.7,0.6613018597997139
1400000US36061015601,,127741,2794,2279,12.1,0.8156764495347173
1400000US36061015602,,75147,1180,1031,17.8,0.8737288135593221
1400000US36061015700,,163712,6442,4834,4.4,0.7503880782365725
1400000US36061015801,,177750,2526,1825,5.9,0.722486144101346
1400000US36061015802,,95391,2138,1902,8.6,0.8896164639850327
1400000US36061015900,,156830,5169,3597,5.2,0.6958792803250146
1400000US36061016001,,250001,1534,913,2.8,0.5951760104302477
1400000US36061016002,,121216,1214,990,6.7,0.8154859967051071
1400000US36061016100,,179179,3627,3066,5.9,0.8453267162944582
1400000US36061016200,,21942,4596,3972,47.8,0.8642297650130548
1400000US36061016300,,137829,3288,2364,5.5,0.718978102189781
1400000US36061016400,,26544,3425,2757,37.2,0.804963503649635
1400000US36061016500,,213661,3327,2484,9.7,0.7466185752930569
1400000US36061016600,,50231,2953,2446,36.4,0.8283101930240433
1400000US36061016700,,250001,3323,2151,5.8,0.6473066506169124
1400000US36061016800,,38833,1864,1663,34.3,0.8921673819742489
1400000US36061016900,,184268,4585,3510,6.4,0.7655398037077427
1400000US36061017000,,40027,3452,2844,30.8,0.8238702201622248
1400000US36061017100,,149587,4208,3003,17.1,0.7136406844106464
1400000US36061017200,,34024,2545,2223,25.6,0.8734774066797643
1400000US36061017300,,162625,4590,3263,6.0,0.7108932461873638
